Column1,Tool Title,Link,Location_x,ngrams,Internal Search:Term (v33),Unique Visitors,Internal Search: Search (event7),Internal Search: Click Through (event11),Internal Search CTR,normalized_search_term,Location_y,Actual,Match
931,Order Durable Medical Equipment NW,https://sp-cloud.kp.org/sites/teams-nwreg-Admin/Finance/HME/SitePages/Home.aspx,northwest,order equipment,order equipment,28,35,17,0.485714286,order equipment,northwest,https://sp-cloud.kp.org/sites/teams-nwreg-Admin/Finance/HME/SitePages/Home.aspx,TRUE
932,Order Durable Medical Equipment NW,https://sp-cloud.kp.org/sites/teams-nwreg-Admin/Finance/HME/SitePages/Home.aspx,northwest,medical equipment,medical equipment,14,19,6,0.315789474,medical equipment,northwest,https://sp-cloud.kp.org/sites/teams-nwreg-Admin/Finance/HME/SitePages/Home.aspx,TRUE
933,Pain Resources WA,https://sp-cloud.kp.org/sites/kpwa-pain_resources/SitePages/index.aspx,washington,pain resources,pain resources,6,33,6,0.181818182,pain resources,washington,https://sp-cloud.kp.org/sites/kpwa-pain_resources/SitePages/index.aspx,TRUE
934,Panorama City Medical Center SCAL,http://voices-pc.ca.kp.org/,california-southern,panorama city,panorama city,212,300,233,0.776666667,panorama city,california-southern,http://voices-pc.ca.kp.org/,TRUE
935,Patient Health Education WA,https://cl.kp.org/wa/mem_ed/pat_ed.html,washington,patient education,patient education,165,230,112,0.486956522,patient education,washington,https://cl.kp.org/wa/mem_ed/pat_ed.html,TRUE
936,Patient Services WA,https://sp-cloud.kp.org/sites/kpwa-connection/Intranet/Pages/Patient_Services.aspx,washington,patient services,patient services,7,14,5,0.357142857,patient services,washington,https://sp-cloud.kp.org/sites/kpwa-connection/Intranet/Pages/Patient_Services.aspx,TRUE
937,Peer Review WA,https://sp-cloud.kp.org/sites/WPMGPeerReview,washington,peer review,peer review,51,73,40,0.547945205,peer review,washington,https://sp-cloud.kp.org/sites/WPMGPeerReview,TRUE
938,Performance Assessment Department SCPMG,https://scpmg-pa.kaiserpermanente.org/?kp_shortcut_referrer=kp.org%2Fscpmg-pa,california-southern,performance assessment,Performance Assessment,11,19,9,0.473684211,performance assessment,california-southern,https://scpmg-pa.kaiserpermanente.org/?kp_shortcut_referrer=kp.org%2Fscpmg-pa,TRUE
939,Performance Assessment Management SCAL,https://pamsweb.appl.kp.org/pams,california-southern,performance assessment,Performance Assessment,11,19,9,0.473684211,performance assessment,california-southern,https://scpmg-pa.kaiserpermanente.org/?kp_shortcut_referrer=kp.org%2Fscpmg-pa,FALSE
940,Performance Assessment Management SCAL,https://pamsweb.appl.kp.org/pams,california-southern,performance management,performance management,359,587,306,0.521294719,performance management,california-southern,https://pamsweb.appl.kp.org/pams,TRUE
941,Performance Sharing Program (PSP) SCAL,https://sp-cloud.kp.org/sites/SCALPSPGoalResources,california-southern,performance sharing program,performance sharing program,17,20,11,0.55,performance sharing program,california-southern,https://sp-cloud.kp.org/sites/SCALPSPGoalResources,TRUE
942,Performance Sharing Program (PSP) SCAL,https://sp-cloud.kp.org/sites/SCALPSPGoalResources,california-southern,performance sharing,Performance sharing,15,13,3,0.230769231,performance sharing,california-southern,https://sp-cloud.kp.org/sites/SCALPSPGoalResources,TRUE
943,Permanente Dental Associates NW,https://permanentedental.kaiserpermanente.org,northwest,permanente nw,permanente nw,8,9,8,0.888888889,permanente nw,northwest,https://kp.service-now.com/sp,FALSE
944,Permanente Dental Associates NW,https://permanentedental.kaiserpermanente.org,northwest,permanente dental associates,permanente Dental associates,16,68,61,0.897058824,permanente dental associates,northwest,https://permanentedental.kaiserpermanente.org,TRUE
945,Permanente Dental Associates NW,https://permanentedental.kaiserpermanente.org,northwest,permanente dental,Permanente dental,10,9,8,0.888888889,permanente dental,northwest,https://sp-cloud.kp.org/sites/NWDental,FALSE
946,Pharmaceutical Services GA,https://sp-cloud.kp.org/sites/KPGeorgiaPharmaceuticalServices,georgia,pharmaceutical services,pharmaceutical services,27,34,29,0.852941176,pharmaceutical services,georgia,https://sp-cloud.kp.org/sites/KPGeorgiaPharmaceuticalServices,TRUE
947,Pharmacy Division WA,https://sp-cloud.kp.org/sites/KPWAPharmacyDivision,washington,pharmacy division,pharmacy division,16,34,31,0.911764706,pharmacy division,washington,https://sp-cloud.kp.org/sites/KPWAPharmacyDivision,TRUE
948,Pharmacy Reference Center NW,http://prc.appl.kp.org/Default.aspx?Subject=Home,northwest,pharmacy nw,pharmacy nw,10,11,6,0.545454545,pharmacy nw,northwest,http://prc.appl.kp.org/Default.aspx?Subject=Home,TRUE
949,Pharmacy Reference Center NW,http://prc.appl.kp.org/Default.aspx?Subject=Home,northwest,pharmacy reference,Pharmacy reference,52,60,16,0.266666667,pharmacy reference,northwest,http://prc.appl.kp.org/Default.aspx?Subject=Home,TRUE
950,Pharmacy Reference Center NW,http://prc.appl.kp.org/Default.aspx?Subject=Home,northwest,pharmacy reference center,pharmacy reference center,64,86,23,0.26744186,pharmacy reference center,northwest,http://prc.appl.kp.org/Default.aspx?Subject=Home,TRUE
951,Pharmacy Services HI,https://kp.org/RxSupportHI,hawaii,pharmacy services,pharmacy services,134,246,192,0.780487805,pharmacy services,hawaii,https://kp.org/RxSupportHI,TRUE
952,Phone Book HI,http://himoafact074.hi.kp.org/phonebook/EmployeeDetails.aspx,hawaii,phone book,phone book,584,1153,565,0.490026019,phone book,hawaii,http://himoafact074.hi.kp.org/phonebook/EmployeeDetails.aspx,TRUE
953,Phone Directory MAS,http://intelli-web-directory-oncall-mas.appl.kp.org/Amcom/AmcomWeb/,mid-atlantic-states,phone directory,Phone directory,342,657,383,0.582952816,phone directory,mid-atlantic-states,http://intelli-web-directory-oncall-mas.appl.kp.org/Amcom/AmcomWeb/,TRUE
954,Physical Therapy Residencies SCAL,https://scal-pt-residencyfellowship.kaiserpermanente.org/,california-southern,physical therapy,physical therapy,74,138,14,0.101449275,physical therapy,california-southern,https://scal-pt-residencyfellowship.kaiserpermanente.org/,TRUE
955,Physicians portal SCAL,https://scpmgphysician.kp.org/,california-southern,physicians portal,Physicians Portal,40,199,247,1.24120603,physicians portal,california-southern,https://scpmgphysician.kp.org/,TRUE
956,Policies and Procedures WA,https://sp-cloud.kp.org/sites/kpwa-connection/Compliance/Pages/PoliciesandProcedures.aspx,washington,policies and procedures,policies and procedures,355,467,146,0.312633833,policies and procedures,washington,https://sp-cloud.kp.org/sites/kpwa-connection/Compliance/Pages/PoliciesandProcedures.aspx,TRUE
957,Press Ganey Improvement Portal WA,https://identity.pressganey.com/,washington,press ganey,press ganey,184,290,198,0.682758621,press ganey,washington,https://identity.pressganey.com/,TRUE
958,Print and Graphic Services NW,http://nwis.appl.kp.org/printSvcs/index.cfm,northwest,print services,print services,181,447,418,0.935123043,print services,northwest,https://sp-cloud.kp.org/sites/kpwa-asd/SitePages/print_services/emps_home.aspx,FALSE
959,Print and Graphic Services NW,http://nwis.appl.kp.org/printSvcs/index.cfm,northwest,print services,print services,181,447,418,0.935123043,print services,washington,https://sp-cloud.kp.org/sites/kpwa-asd/SitePages/print_services/emps_home.aspx,FALSE
960,Print and Mail Services WA,https://sp-cloud.kp.org/sites/kpwa-asd/SitePages/print_services/emps_home.aspx,washington,print services,print services,181,447,418,0.935123043,print services,northwest,https://sp-cloud.kp.org/sites/kpwa-asd/SitePages/print_services/emps_home.aspx,TRUE
961,Print and Mail Services WA,https://sp-cloud.kp.org/sites/kpwa-asd/SitePages/print_services/emps_home.aspx,washington,print services,print services,181,447,418,0.935123043,print services,washington,https://sp-cloud.kp.org/sites/kpwa-asd/SitePages/print_services/emps_home.aspx,TRUE
962,Print and Mail Services WA,https://sp-cloud.kp.org/sites/kpwa-asd/SitePages/print_services/emps_home.aspx,washington,mail services,mail services,8,10,6,0.6,mail services,washington,https://sp-cloud.kp.org/sites/kpwa-asd/SitePages/print_services/emps_home.aspx,TRUE
963,Provider Directory WA,https://wa-doctors.kaiserpermanente.org/,washington,provider directory,provider directory,175,325,234,0.72,provider directory,washington,https://wa-doctors.kaiserpermanente.org/,TRUE
964,Provider Panel Manager (PPM) WA,https://ppm.appl.kp.org/ppm-ui,washington,provider panel manager,provider panel manager,7,9,3,0.333333333,provider panel manager,washington,https://ppm.appl.kp.org/ppm-ui,TRUE
965,Provider Panel Manager (PPM) WA,https://ppm.appl.kp.org/ppm-ui,washington,provider panel,provider panel,11,11,7,0.636363636,provider panel,washington,https://ppm.appl.kp.org/ppm-ui,TRUE
966,Provider Privileges HI,http://himoafact074.hi.kp.org/credentials/index.html,hawaii,provider privileges,provider privileges,8,10,6,0.6,provider privileges,hawaii,http://himoafact074.hi.kp.org/credentials/index.html,TRUE
967,Quality Measures NCAL,https://kpqm.appl.kp.org/,california-northern,quality measures,Quality Measures,10,12,8,0.666666667,quality measures,california-northern,https://kpqm.appl.kp.org/,TRUE
968,Quality Sheets SCAL,https://sp-cloud.kp.org/:b:/r/sites/S3CLinkedResources/Shared Documents/KPSC_QualitySheets_May2021.pdf?csf=1&web=1&e=yvhJjO,california-southern,quality sheets,quality sheets,18,40,26,0.65,quality sheets,california-southern,https://sp-cloud.kp.org/:b:/r/sites/S3CLinkedResources/Shared Documents/KPSC_QualitySheets_May2021.pdf?csf=1&web=1&e=yvhJjO,TRUE
969,Quick Care Guides WA,https://cl.kp.org/wa/cpg/quick-care-guides/qcg-index.html,washington,quick care,quick care,43,69,52,0.753623188,quick care,washington,https://cl.kp.org/wa/cpg/quick-care-guides/qcg-index.html,TRUE
970,Quick Care Guides WA,https://cl.kp.org/wa/cpg/quick-care-guides/qcg-index.html,washington,quick care guides,Quick care guides,62,69,44,0.637681159,quick care guides,washington,https://cl.kp.org/wa/cpg/quick-care-guides/qcg-index.html,TRUE
971,Redwood City service area NCAL,https://redwoodcityservicearea.kp.org/,california-northern,redwood city,redwood city,193,379,285,0.751978892,redwood city,california-northern,https://redwoodcityservicearea.kp.org/,TRUE
972,Regional Building Operations NCAL,https://ncalrbo.kaiserpermanente.org/,california-northern,regional building operations,Regional Building Operations,12,14,17,1.214285714,regional building operations,california-northern,http://kpnet.kp.org/scal/rbo/,FALSE
973,Regional Building Operations NCAL,https://ncalrbo.kaiserpermanente.org/,california-northern,regional building operations,Regional Building Operations,12,14,17,1.214285714,regional building operations,california-southern,http://kpnet.kp.org/scal/rbo/,FALSE
974,Regional Building Operations SCAL,http://kpnet.kp.org/scal/rbo/,california-southern,regional building operations,Regional Building Operations,12,14,17,1.214285714,regional building operations,california-northern,http://kpnet.kp.org/scal/rbo/,TRUE
975,Regional Building Operations SCAL,http://kpnet.kp.org/scal/rbo/,california-southern,regional building operations,Regional Building Operations,12,14,17,1.214285714,regional building operations,california-southern,http://kpnet.kp.org/scal/rbo/,TRUE
976,Regional Hospital Medicine NW,http://nwis.appl.kp.org/reghosp/,northwest,hospital medicine,hospital medicine,9,10,7,0.7,hospital medicine,northwest,http://nwis.appl.kp.org/reghosp/,TRUE
977,Regional Language Access WA,https://sp-cloud.kp.org/sites/kpwa-language_access,washington,regional access,regional access,10,10,2,0.2,regional access,washington,https://sp-cloud.kp.org/sites/kpwa-language_access,TRUE
978,Regional Language Access WA,https://sp-cloud.kp.org/sites/kpwa-language_access,washington,language access,language access,10,12,9,0.75,language access,washington,https://sp-cloud.kp.org/sites/kpwa-language_access,TRUE
979,Regional Telephonic Medicine Center NW,https://sp-cloud.kp.org/sites/NWRTMC,northwest,regional telephonic,regional telephonic,6,11,2,0.181818182,regional telephonic,northwest,https://sp-cloud.kp.org/sites/NWRTMC,TRUE
980,Regional Utilization Compliance SCAL,https://sp-cloud.kp.org/sites/teams-scalruc/SitePages/Home.aspx,california-southern,regional compliance,regional compliance,16,18,10,0.555555556,regional compliance,california-southern,https://onecompliance.kaiserpermanente.org/,FALSE
981,Registration Knowledge Base GA,https://sp-cloud.kp.org/sites/KPGeorgiaRegistrationKnowledgeBase/SitePages/Welcome.aspx,georgia,knowledge base,knowledge base,22,33,24,0.727272727,knowledge base,georgia,https://sp-cloud.kp.org/sites/KPGeorgiaRegistrationKnowledgeBase/SitePages/Welcome.aspx,TRUE
982,Registration Knowledge Base GA,https://sp-cloud.kp.org/sites/KPGeorgiaRegistrationKnowledgeBase/SitePages/Welcome.aspx,georgia,registration knowledge,registration knowledge,19,27,15,0.555555556,registration knowledge,georgia,https://sp-cloud.kp.org/sites/KPGeorgiaRegistrationKnowledgeBase/SitePages/Welcome.aspx,TRUE
983,Registration Knowledge Base GA,https://sp-cloud.kp.org/sites/KPGeorgiaRegistrationKnowledgeBase/SitePages/Welcome.aspx,georgia,registration knowledge base,registration knowledge base,40,73,69,0.945205479,registration knowledge base,georgia,https://sp-cloud.kp.org/sites/KPGeorgiaRegistrationKnowledgeBase/SitePages/Welcome.aspx,TRUE
984,Remote Desktop Connection (RDC) WA,https://sp-cloud.kp.org/sites/KPWA-Computer-Upgrade/Lists/KPWA%20RDP%20Request/AllItems.aspx?web=1,washington,remote desktop,remote desktop,9,11,7,0.636363636,remote desktop,washington,https://sp-cloud.kp.org/sites/KPWA-Computer-Upgrade/Lists/KPWA%20RDP%20Request/AllItems.aspx?web=1,TRUE
985,Renal Business Group (RBG) SCPMG,https://sp-cloud.kp.org/sites/RBGonline/,california-southern,renal business group,renal business group,11,17,7,0.411764706,renal business group,california-southern,https://sp-cloud.kp.org/sites/RBGonline/,TRUE
986,Report Unusual Occurrence WA,https://kpwashington.datixhostingusa.com/live/index.php,washington,unusual occurrence,Unusual occurrence,259,336,276,0.821428571,unusual occurrence,washington,https://kpwashington.datixhostingusa.com/live/index.php,TRUE
987,Report Unusual Occurrence WA,https://kpwashington.datixhostingusa.com/live/index.php,washington,unusual occurrence,Unusual occurrence,259,336,276,0.821428571,unusual occurrence,california-southern,https://kpwashington.datixhostingusa.com/live/index.php,TRUE
988,Report Unusual Occurrence WA,https://kpwashington.datixhostingusa.com/live/index.php,washington,unusual occurrence,Unusual occurrence,259,336,276,0.821428571,unusual occurrence,hawaii,https://kpwashington.datixhostingusa.com/live/index.php,TRUE
989,Unusual Occurrence Report (UOR-O) SCAL,http://kp.org/uoro,california-southern,unusual occurrence,Unusual occurrence,259,336,276,0.821428571,unusual occurrence,washington,https://kpwashington.datixhostingusa.com/live/index.php,FALSE
990,Unusual Occurrence Report (UOR-O) SCAL,http://kp.org/uoro,california-southern,unusual occurrence,Unusual occurrence,259,336,276,0.821428571,unusual occurrence,california-southern,https://kpwashington.datixhostingusa.com/live/index.php,FALSE
991,Unusual Occurrence Report (UOR-O) SCAL,http://kp.org/uoro,california-southern,unusual occurrence,Unusual occurrence,259,336,276,0.821428571,unusual occurrence,hawaii,https://kpwashington.datixhostingusa.com/live/index.php,FALSE
992,Unusual Occurrence Reporting (UOR) HI,http://web2.hi.kp.org/uor,hawaii,unusual occurrence,Unusual occurrence,259,336,276,0.821428571,unusual occurrence,washington,https://kpwashington.datixhostingusa.com/live/index.php,FALSE
993,Unusual Occurrence Reporting (UOR) HI,http://web2.hi.kp.org/uor,hawaii,unusual occurrence,Unusual occurrence,259,336,276,0.821428571,unusual occurrence,california-southern,https://kpwashington.datixhostingusa.com/live/index.php,FALSE
994,Unusual Occurrence Reporting (UOR) HI,http://web2.hi.kp.org/uor,hawaii,unusual occurrence,Unusual occurrence,259,336,276,0.821428571,unusual occurrence,hawaii,https://kpwashington.datixhostingusa.com/live/index.php,FALSE
995,Report Unusual Occurrence WA,https://kpwashington.datixhostingusa.com/live/index.php,washington,report unusual,report unusual,16,17,3,0.176470588,report unusual,washington,https://kpwashington.datixhostingusa.com/live/index.php,TRUE
996,Report Unusual Occurrence WA,https://kpwashington.datixhostingusa.com/live/index.php,washington,report unusual occurrence,report unusual occurrence,8,8,1,0.125,report unusual occurrence,washington,https://kpwashington.datixhostingusa.com/live/index.php,TRUE
997,Report a security incident MAS,https://sp-cloud.kp.org/sites/KPSecurity/SitePages/MAS-Online-Security-Incident-Report.aspx,mid-atlantic-states,security incident,security incident,52,63,46,0.73015873,security incident,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSecurity/SitePages/MAS-Online-Security-Incident-Report.aspx,TRUE
998,Report a security incident MAS,https://sp-cloud.kp.org/sites/KPSecurity/SitePages/MAS-Online-Security-Incident-Report.aspx,mid-atlantic-states,security incident,security incident,52,63,46,0.73015873,security incident,washington,https://sp-cloud.kp.org/sites/KPSecurity/SitePages/MAS-Online-Security-Incident-Report.aspx,TRUE
999,Report security or privacy incident WA,https://sp-cloud.kp.org/sites/kpwa-privacy/SitePages/privacyconcerns.aspx,washington,security incident,security incident,52,63,46,0.73015873,security incident,mid-atlantic-states,https://sp-cloud.kp.org/sites/KPSecurity/SitePages/MAS-Online-Security-Incident-Report.aspx,FALSE
1000,Report security or privacy incident WA,https://sp-cloud.kp.org/sites/kpwa-privacy/SitePages/privacyconcerns.aspx,washington,security incident,security incident,52,63,46,0.73015873,security incident,washington,https://sp-cloud.kp.org/sites/KPSecurity/SitePages/MAS-Online-Security-Incident-Report.aspx,FALSE
1001,Report portal GA,https://kpgareports.ga.kp.org/Reports/browse/,georgia,report portal,report portal,101,329,330,1.003039514,report portal,georgia,https://kpgareports.ga.kp.org/Reports/browse/,TRUE
1002,Research and Evaluation SCPMG,https://www.kp-scalresearch.org/,california-southern,research and evaluation,research and evaluation,27,46,33,0.717391304,research and evaluation,california-southern,https://www.kp-scalresearch.org/,TRUE
1003,Revenue Cycle GA,https://sp-cloud.kp.org/sites/GARevenueCycle,georgia,revenue cycle,Revenue CYCLE,91,107,71,0.663551402,revenue cycle,georgia,https://sp-cloud.kp.org/sites/GARevenueCycle,TRUE
1004,Revenue Cycle GA,https://sp-cloud.kp.org/sites/GARevenueCycle,georgia,revenue cycle,Revenue CYCLE,91,107,71,0.663551402,revenue cycle,california-northern,https://sp-cloud.kp.org/sites/GARevenueCycle,TRUE
1005,Revenue Cycle NCAL,https://sp-cloud.kp.org/sites/teams-revcycle/SitePages/Home.aspx,california-northern,revenue cycle,Revenue CYCLE,91,107,71,0.663551402,revenue cycle,georgia,https://sp-cloud.kp.org/sites/GARevenueCycle,FALSE
1006,Revenue Cycle NCAL,https://sp-cloud.kp.org/sites/teams-revcycle/SitePages/Home.aspx,california-northern,revenue cycle,Revenue CYCLE,91,107,71,0.663551402,revenue cycle,california-northern,https://sp-cloud.kp.org/sites/GARevenueCycle,FALSE
1007,Risk Management Patient Safety CO,https://sp-cloud.kp.org/sites/KPCO-Risk-Management-Patient-Safety ,colorado,risk management,risk management,379,526,324,0.615969582,risk management,colorado,https://sp-cloud.kp.org/sites/KPWARiskManagement,FALSE
1008,Risk Management Patient Safety CO,https://sp-cloud.kp.org/sites/KPCO-Risk-Management-Patient-Safety ,colorado,risk management,risk management,379,526,324,0.615969582,risk management,washington,https://sp-cloud.kp.org/sites/KPWARiskManagement,FALSE
1009,Risk Management WA,https://sp-cloud.kp.org/sites/KPWARiskManagement,washington,risk management,risk management,379,526,324,0.615969582,risk management,colorado,https://sp-cloud.kp.org/sites/KPWARiskManagement,TRUE
1010,Risk Management WA,https://sp-cloud.kp.org/sites/KPWARiskManagement,washington,risk management,risk management,379,526,324,0.615969582,risk management,washington,https://sp-cloud.kp.org/sites/KPWARiskManagement,TRUE
1011,SCAL Flu Vaccine Options,http://kpnet.kp.org/scal/portal/documents/2020-21_KP_Flu_HowToGetVaccine_8x11.pdf,california-southern,scal flu,scal Flu,7,7,4,0.571428571,scal flu,california-southern,http://kpnet.kp.org/scal/portal/documents/2020-21_KP_Flu_HowToGetVaccine_8x11.pdf,TRUE
1012,SCAL Flu Vaccine Options,http://kpnet.kp.org/scal/portal/documents/2020-21_KP_Flu_HowToGetVaccine_8x11.pdf,california-southern,flu vaccine,flu vaccine,230,301,143,0.475083056,flu vaccine,california-southern,http://kpnet.kp.org/scal/portal/documents/2020-21_KP_Flu_HowToGetVaccine_8x11.pdf,TRUE
1013,SCORE rewards GA,https://www.kpgarewards.com/gbs/Login ,georgia,score rewards,score rewards,22,28,21,0.75,score rewards,georgia,https://www.kpgarewards.com/gbs/Login ,TRUE
1014,SERS (Safety Event Reporting System) NW,https://sers-nw.appl.kp.org/SERS_Production/Homecenter/Client/Login.aspx?ReturnUrl=%2fSERS_Production%2fHomecenter%2fClient%2fHome.aspx,northwest,event reporting,event reporting,11,13,10,0.769230769,event reporting,northwest,https://sers-nw.appl.kp.org/SERS_Production/Homecenter/Client/Login.aspx?ReturnUrl=%2fSERS_Production%2fHomecenter%2fClient%2fHome.aspx,TRUE
1015,SERS (Safety Event Reporting System) NW,https://sers-nw.appl.kp.org/SERS_Production/Homecenter/Client/Login.aspx?ReturnUrl=%2fSERS_Production%2fHomecenter%2fClient%2fHome.aspx,northwest,safety event reporting,safety event reporting,16,24,16,0.666666667,safety event reporting,northwest,https://sers-nw.appl.kp.org/SERS_Production/Homecenter/Client/Login.aspx?ReturnUrl=%2fSERS_Production%2fHomecenter%2fClient%2fHome.aspx,TRUE
1016,SERS (Safety Event Reporting System) NW,https://sers-nw.appl.kp.org/SERS_Production/Homecenter/Client/Login.aspx?ReturnUrl=%2fSERS_Production%2fHomecenter%2fClient%2fHome.aspx,northwest,safety event,safety event,27,32,18,0.5625,safety event,northwest,https://sers-nw.appl.kp.org/SERS_Production/Homecenter/Client/Login.aspx?ReturnUrl=%2fSERS_Production%2fHomecenter%2fClient%2fHome.aspx,TRUE
1017,SERS (Safety Event Reporting System) NW,https://sers-nw.appl.kp.org/SERS_Production/Homecenter/Client/Login.aspx?ReturnUrl=%2fSERS_Production%2fHomecenter%2fClient%2fHome.aspx,northwest,safety reporting,safety reporting,86,121,92,0.760330579,safety reporting,northwest,https://sp-cloud.kp.org/sites/SafetyReporting,FALSE
1018,SERS (Safety Event Reporting System) NW,https://sers-nw.appl.kp.org/SERS_Production/Homecenter/Client/Login.aspx?ReturnUrl=%2fSERS_Production%2fHomecenter%2fClient%2fHome.aspx,northwest,safety reporting,safety reporting,86,121,92,0.760330579,safety reporting,mid-atlantic-states,https://sp-cloud.kp.org/sites/SafetyReporting,FALSE
1019,SERS (Safety Event Reporting System) NW,https://sers-nw.appl.kp.org/SERS_Production/Homecenter/Client/Login.aspx?ReturnUrl=%2fSERS_Production%2fHomecenter%2fClient%2fHome.aspx,northwest,safety reporting,safety reporting,86,121,92,0.760330579,safety reporting,georgia,https://sp-cloud.kp.org/sites/SafetyReporting,FALSE
1020,SIRI Patient safety reporting MAS,https://sp-cloud.kp.org/sites/SeeItReportItSIRI ,mid-atlantic-states,safety reporting,safety reporting,86,121,92,0.760330579,safety reporting,northwest,https://sp-cloud.kp.org/sites/SafetyReporting,FALSE
1021,SIRI Patient safety reporting MAS,https://sp-cloud.kp.org/sites/SeeItReportItSIRI ,mid-atlantic-states,safety reporting,safety reporting,86,121,92,0.760330579,safety reporting,mid-atlantic-states,https://sp-cloud.kp.org/sites/SafetyReporting,FALSE
1022,SIRI Patient safety reporting MAS,https://sp-cloud.kp.org/sites/SeeItReportItSIRI ,mid-atlantic-states,safety reporting,safety reporting,86,121,92,0.760330579,safety reporting,georgia,https://sp-cloud.kp.org/sites/SafetyReporting,FALSE
1023,"Safety Reporting (SFRI, HERO, MIDAS) GA",https://sp-cloud.kp.org/sites/SafetyReporting,georgia,safety reporting,safety reporting,86,121,92,0.760330579,safety reporting,northwest,https://sp-cloud.kp.org/sites/SafetyReporting,TRUE
1024,"Safety Reporting (SFRI, HERO, MIDAS) GA",https://sp-cloud.kp.org/sites/SafetyReporting,georgia,safety reporting,safety reporting,86,121,92,0.760330579,safety reporting,mid-atlantic-states,https://sp-cloud.kp.org/sites/SafetyReporting,TRUE
1025,"Safety Reporting (SFRI, HERO, MIDAS) GA",https://sp-cloud.kp.org/sites/SafetyReporting,georgia,safety reporting,safety reporting,86,121,92,0.760330579,safety reporting,georgia,https://sp-cloud.kp.org/sites/SafetyReporting,TRUE
1026,SIRI Patient safety reporting MAS,https://sp-cloud.kp.org/sites/SeeItReportItSIRI ,mid-atlantic-states,siri reporting,siri reporting,11,21,23,1.095238095,siri reporting,mid-atlantic-states,https://sp-cloud.kp.org/sites/SeeItReportItSIRI ,TRUE
1027,SMC Med/Surg Educational portal – NW,https://sp-cloud.kp.org/sites/SMCMedSurg2,northwest,med surg,med surg,11,14,0,0,med surg,northwest,https://sp-cloud.kp.org/sites/SMCMedSurg2,TRUE
1028,Sacramento / Roseville service area NCAL,http://kaisersac.kp.org/,california-northern,sacramento service area,sacramento service area,6,8,6,0.75,sacramento service area,california-northern,https://southsac.kp.org/,FALSE
1029,South Sacramento service area NCAL,https://southsac.kp.org/,california-northern,sacramento service area,sacramento service area,6,8,6,0.75,sacramento service area,california-northern,https://southsac.kp.org/,TRUE
1030,Safety Central CO,https://sp-cloud.kp.org/sites/KPCO-Workplace-Safety,colorado,safety central,safety central,17,25,23,0.92,safety central,colorado,https://sp-cloud.kp.org/sites/KPCO-Workplace-Safety,TRUE
1031,Safety Data Sheet (SDS) HI,http://kpnet.kp.org/ehs/sds/hawaii.html,hawaii,safety data,Safety data,83,71,41,0.577464789,safety data,hawaii,http://kpnet.kp.org/ehs/sds/hawaii.html,TRUE
1032,Safety Data Sheet (SDS) HI,http://kpnet.kp.org/ehs/sds/hawaii.html,hawaii,safety data,Safety data,83,71,41,0.577464789,safety data,georgia,http://kpnet.kp.org/ehs/sds/hawaii.html,TRUE
1033,Safety Data Sheets (SDS) GA,https://www.3eonline.com/EeeOnlinePortal/DesktopDefault.aspx?id=hPG%2f1Xu8fdteCWpEIOUvCtN1p0JL97KC4dwK8y2iKe1FkhEJyvprjjZm8pMlrpPozTPwBKD4W6JdwAFrSROU%2bw%3d%3d,georgia,safety data,Safety data,83,71,41,0.577464789,safety data,hawaii,http://kpnet.kp.org/ehs/sds/hawaii.html,FALSE
1034,Safety Data Sheets (SDS) GA,https://www.3eonline.com/EeeOnlinePortal/DesktopDefault.aspx?id=hPG%2f1Xu8fdteCWpEIOUvCtN1p0JL97KC4dwK8y2iKe1FkhEJyvprjjZm8pMlrpPozTPwBKD4W6JdwAFrSROU%2bw%3d%3d,georgia,safety data,Safety data,83,71,41,0.577464789,safety data,georgia,http://kpnet.kp.org/ehs/sds/hawaii.html,FALSE
1035,Safety Data Sheet (SDS) HI,http://kpnet.kp.org/ehs/sds/hawaii.html,hawaii,safety data sheet,safety data sheet,127,182,143,0.785714286,safety data sheet,hawaii,http://kpnet.kp.org/ehs/sds/hawaii.html,TRUE
1036,Safety Data Sheets (SDS) GA,https://www.3eonline.com/EeeOnlinePortal/DesktopDefault.aspx?id=hPG%2f1Xu8fdteCWpEIOUvCtN1p0JL97KC4dwK8y2iKe1FkhEJyvprjjZm8pMlrpPozTPwBKD4W6JdwAFrSROU%2bw%3d%3d,georgia,safety data sheets,Safety data sheets,89,143,93,0.65034965,safety data sheets,georgia,http://kpnet.kp.org/ehs/sds/georgia.html,FALSE
1037,San Bernardino County Area SCAL,http://fontana.font.ca.kp.org/fontana/index.html,california-southern,san bernardino,san bernardino,109,211,190,0.900473934,san bernardino,california-southern,http://fontana.font.ca.kp.org/fontana/index.html,TRUE
1038,San Bernardino County Area SCAL,http://fontana.font.ca.kp.org/fontana/index.html,california-southern,san bernardino county,San Bernardino County,29,79,74,0.936708861,san bernardino county,california-southern,http://fontana.font.ca.kp.org/fontana/index.html,TRUE
1039,San Diego Area SCAL,https://sp-cloud.kp.org/sites/SanDiegoAreaIntranet,california-southern,san diego,san diego,561,1337,1172,0.876589379,san diego,california-southern,https://sp-cloud.kp.org/sites/SanDiegoAreaIntranet,TRUE
1040,San Diego Area SCAL,https://sp-cloud.kp.org/sites/SanDiegoAreaIntranet,california-southern,san diego area,san diego area,7,12,8,0.666666667,san diego area,california-southern,https://sp-cloud.kp.org/sites/SanDiegoAreaIntranet,TRUE
